date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:13	6875/6875	---M-Z	200	added ('OK')	text/css	etag:%221adb-5378670131f40-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/wfmi-style.min.css?ver=1.0	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/wfmi-style.min5152.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:14	37927/37927	---M-Z	200	added ('OK')	text/css	etag:%229427-54017f5cf9200-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/fortune-plugins.css?ver=4.8.9	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/fortune-plugins1f93.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:14	36446/36446	---M-Z	200	added ('OK')	text/css	etag:%228e5e-5443f9f317400-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/fortune.css?ver=4.8.9	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/fortune1f93.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:14	327/327	---M-Z	200	added ('OK')	text/css	etag:%22147-5479e9e8d0480-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun-child/style.css?ver=1.0	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun-child/style5152.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:15	1877/1877	---M-Z	200	added ('OK')	text/css	etag:%22755-54658cd995e00-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/demo3.css?ver=1.0	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/demo35152.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:15	20285/20285	---M-Z	200	added ('OK')	text/css	etag:%224f3d-548ba3478c440-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/responsive.css?ver=1.0	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/css/responsive5152.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:15	49294/49294	---M-Z	200	added ('OK')	text/css	etag:%22c08e-547db4cd52400-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/template/woocommerce/css/woocommerce-style.css?ver=1.0	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/themes/fortun/template/woocommerce/css/woocommerce-style5152.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:17	458941/458941	---M-Z	200	added ('OK')	text/css	etag:%22700bd-5464dae678800-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.0.1	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/plugins/js_composer/assets/css/js_composer.min972f.css	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:17	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5363d180d8f00-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:18	1767/1767	---M-Z	200	added ('OK')	application/javascript	etag:%226e7-5449bf81fb340-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=2.6.11	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mina117.js	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:18	895/895	---M-Z	200	added ('OK')	application/javascript	etag:%2237f-5464dae678800-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=5.0.1	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart972f.js	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:18	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-5363d180d8f00-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-includes/js/jquery/jqueryb8ff.js	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:19	19799/19799	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2009%20Jun%202019%2017:02:15%20GMT	http://use.typekit.net/fnq4pbw.js?ver=4.8.9	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/use.typekit.net/fnq4pbw1f93.js	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:19	938/938	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jun%202019%2017:02:15%20GMT	http://demo.agnidesigns.com/fortune/demo3/xmlrpc.php?rsd	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/xmlrpc0db0.php	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:19	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed42e9bdd800-gzip%22	http://demo.agnidesigns.com/fortune/demo3/wp-includes/wlwmanifest.xml	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-includes/wlwmanifest.xml	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:20	2256/2256	---M--	200	added ('OK')	application/json	date:Sun,%2009%20Jun%202019%2017:02:16%20GMT	http://demo.agnidesigns.com/fortune/demo3/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo.agnidesigns.com%2Ffortune%2Fdemo3%2F	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-json/oembed/1.0/embed864f.json	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:21	2650/2650	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jun%202019%2017:02:17%20GMT	http://demo.agnidesigns.com/fortune/demo3/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo.agnidesigns.com%2Ffortune%2Fdemo3%2F&format=xml	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-json/oembed/1.0/embedd1b4	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:28	44944/44944	---M--	200	added ('OK')	application/font-sfnt	etag:%22af90-5417da127a280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.otf	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.otf	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:29	52274/52274	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22cc32-5417da127a280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.eot	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.eot	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:31	103000/103000	---M--	200	added ('OK')	image/svg+xml	etag:%2219258-5417da127a280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.svg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.svg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:33	52274/52274	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22cc32-5417da127a280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.eot?	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regulard41d.eot	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:33	1105/1105	---M--	200	added ('OK')	image/png	etag:%22451-535af43499d00%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/06/fortune-logo3_white.png	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/06/fortune-logo3_white.png	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:36	13294/13294	---M--	200	added ('OK')	image/jpeg	etag:%2233ee-542846f1f6cc0%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-1-960x480.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-1-960x480.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:36	23860/23860	---M--	200	added ('OK')	application/font-woff	etag:%225d34-5417da127a280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.woff	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.woff	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:37	82325/82325	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/d3-about-us/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/d3-about-us/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:38	69011/69011	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/d3-works/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/d3-works/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:38	51996/51996	---M--	200	added ('OK')	application/font-sfnt	etag:%22cb1c-5417da127a280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.ttf	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/agni-fonts/ArconRegular/Arcon-Regular.ttf	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:39	15681/15681	---M--	200	added ('OK')	image/jpeg	etag:%223d41-54284156af280%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-1.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-1.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:40	64117/64117	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/blog/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/blog/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:41	51318/51318	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/d3-contact-us/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/d3-contact-us/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:42	170318/170318	---MC-	200	added ('OK')	application/json	date:Sun,%2009%20Jun%202019%2017:02:16%20GMT	http://demo.agnidesigns.com/fortune/demo3/wp-json/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-json/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:43	67925/67925	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/portfolio/pop/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/portfolio/pop/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:45	39816/39816	---M--	200	added ('OK')	image/jpeg	etag:%229b88-5466198bf5000%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-6-480x480.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-6-480x480.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:46	61435/61435	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/portfolio/comma-logo-marks/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/portfolio/comma-logo-marks/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:50	21981/21981	---M--	200	added ('OK')	image/jpeg	etag:%2255dd-5466198ce9240%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-4-480x480.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-4-480x480.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:52	64749/64749	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/portfolio/zero-branding/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/portfolio/zero-branding/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:55	80161/80161	---M--	200	added ('OK')	image/jpeg	etag:%2213921-58ae6964ee414%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-10-480x959.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-10-480x959.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:56	68437/68437	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/portfolio/no-excuses/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/portfolio/no-excuses/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:58	110825/110825	---M--	200	added ('OK')	image/jpeg	etag:%221b0e9-5428414f0e080%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-6.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-6.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:02:59	91465/91465	---M--	200	added ('OK')	image/jpeg	etag:%2216549-54288d92ace80%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-10.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-10.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:03:00	62190/62190	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/portfolio/so-poster-series/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/portfolio/so-poster-series/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:03:01	16587/16587	---M--	200	added ('OK')	image/jpeg	etag:%2240cb-5466198ce9240%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-3-480x480.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-3-480x480.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:03:02	63995/63995	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://demo.agnidesigns.com/fortune/demo3/portfolio/trim-android-app/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/portfolio/trim-android-app/index.html	(from http://demo.agnidesigns.com/fortune/demo3/)
21:03:03	66347/66347	---M--	200	added ('OK')	image/jpeg	etag:%221032b-54284152de980%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-4.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-4.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
21:03:03	40396/40396	---M--	200	added ('OK')	image/jpeg	etag:%229dcc-54284150f6500%22	http://demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-5.jpg	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/Demo%203/Demo%203/demo.agnidesigns.com/fortune/demo3/wp-content/uploads/sites/4/2016/10/portfolio-thumbnail-5.jpg	(from http://demo.agnidesigns.com/fortune/demo3/)
